Manufacturer,"Model Number",Name,"Product Line",Created,Certification,Tested,RV,Expires,Reason
"Landscape Structures, Inc.",185862C,"Treehouse Wiggle Ladder, 48""Dk",PlayShaper,2011-02-01,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-01-14,26125,2020-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",185862A,"Treehouse Wiggle Ladder, 32""Dk",PlayShaper,2011-02-01,"ASTM F1487-17",2016-01-14,26125,2020-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",185862A,"Treehouse Wiggle Ladder, 32""Dk",PlayShaper,2011-02-01,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-01-14,26125,2020-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173B,"Tightrope Bridge Deck to Deck",PlayBooster,2017-07-12,"ASTM F1487-17",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173B,"Tightrope Bridge Deck to Deck",PlayBooster,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173C,"Tightrope Bridge Ground Level",PlayBooster,2017-07-12,"ASTM F1487-17",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173C,"Tightrope Bridge Ground Level",PlayBooster,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173A,"Tightrope Bridge Ground to Deck",PlayBooster,2017-07-12,"ASTM F1487-17",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193173A,"Tightrope Bridge Ground to Deck",PlayBooster,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-02-23,21070,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201544A,"Sol Spinner",Evos,2017-07-12,"ASTM F1487-17",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201544A,"Sol Spinner",Evos,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201553A,"Sol Spinner Add-On","Freestanding Play",2017-07-12,"ASTM F1487-17",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201553A,"Sol Spinner Add-On","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",202824A,"Sol Spinner",Evos,2017-07-12,"ASTM F1487-17",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",202824A,"Sol Spinner",Evos,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201550A,"Sol Spinner","Freestanding Play",2017-07-12,"ASTM F1487-17",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",201550A,"Sol Spinner","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193174A,"Sol Spinner",PlayBooster,2017-07-12,"ASTM F1487-17",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",193174A,"Sol Spinner",PlayBooster,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2015-06-23,22666,2019-12-31,"Expires 4 years after test"
"Landscape Structures, Inc.",197057D,"Smart Play Motion w/ Play Table, SM","Freestanding Play",2017-07-12,"ASTM F1487-17",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057D,"Smart Play Motion w/ Play Table, SM","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057C,"Smart Play Motion w/ Play Table, DB","Freestanding Play",2017-07-12,"ASTM F1487-17",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057C,"Smart Play Motion w/ Play Table, DB","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057A,"Smart Play Motion, DB","Freestanding Play",2017-07-12,"ASTM F1487-17",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057A,"Smart Play Motion, DB","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057B,"Smart Play Motion, SM","Freestanding Play",2017-07-12,"ASTM F1487-17",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",197057B,"Smart Play Motion, SM","Freestanding Play",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-03-27,32242,2019-12-31,"Expires 2 years after test"
"Landscape Structures, Inc.",228068A,"Venti w/HDG Steel Posts DB","Freestanding Play",2017-08-11,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2018-01-11,45342,2023-12-31,"Family expires 2021-12-31"
"Landscape Structures, Inc.",210739A,"Venti w/ Aluminum Posts","Freestanding Play",2017-07-12,"ASTM F1487-17",2017-08-11,43119,2021-12-31,"Family expires 2022-12-31, Expires 4 years after test"
"Meglio Unionland Co., Ltd",EVN-013,"GRAPHIC PANEL","UNION LAND PLAY SYSTEMS",2011-02-07,"ASTM F1487-17",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd",EVN-013,"GRAPHIC PANEL","UNION LAND PLAY SYSTEMS",2011-02-07,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd","PAN - KS026-1","INFORMATION PANEL-1","GLASS CASTLE PLAY SYSTEMS/OASIS PLAY SYSTEMS",2004-08-05,"ASTM F1487-17",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd","PAN - KS026-1","INFORMATION PANEL-1","GLASS CASTLE PLAY SYSTEMS/OASIS PLAY SYSTEMS",2004-08-05,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd","PAN - F018","DECK & DECK PANEL","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd","PAN - F018","DECK & DECK PANEL","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-12-29,12556,2019-12-31,"Family expires 2018-12-31, Expires 6 years after test"
"Meglio Unionland Co., Ltd",BRG-NU001,"CE WINDOW BRIDGE","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",BRG-NU001,"CE WINDOW BRIDGE","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-011-2,RAMP,"UNION LAND PLAY SYSTEMS",2011-02-07,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-011-2,RAMP,"UNION LAND PLAY SYSTEMS",2011-02-07,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-4","GRASS ROAD RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-4","GRASS ROAD RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-5","FOOTMARK RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-5","FOOTMARK RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - 011-1","RAMP - L1800  (F114 POST USE)","UNION LAND PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - 011-1","RAMP - L1800  (F114 POST USE)","UNION LAND PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-1","RAMP L=1800 1EA(HORIZENTAL)","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-1","RAMP L=1800 1EA(HORIZENTAL)","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-2","RAMP L=1800 1EA (SLOPE)","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-2","RAMP L=1800 1EA (SLOPE)","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-3","MAGIC BUBBLE RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"ASTM F1487-17",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - F011-3","MAGIC BUBBLE RAMP L=1800 1EA","FANTASIAN PLAY SYSTEMS",2004-07-30,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27238,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",UP-PN-BP-0003,"ABACUS PANEL A","UKI PLAY SYSTEMS",2010-11-22,"ASTM F1487-17",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-PN-BP-0003,"ABACUS PANEL A","UKI PLAY SYSTEMS",2010-11-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-PN-BP-0004,"ABACUS PANEL B","UKI PLAY SYSTEMS",2010-11-22,"ASTM F1487-17",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-PN-BP-0004,"ABACUS PANEL B","UKI PLAY SYSTEMS",2010-11-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",ie-PAN103,"ABACUS PANEL","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",ie-PAN103,"ABACUS PANEL","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-01-21,4705,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-PN-OX-0001,"Tic Tac Toe Panel","UKI PLAY SYSTEMS",2010-11-22,"ASTM F1487-17",2013-01-21,4706,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-PN-OX-0001,"Tic Tac Toe Panel","UKI PLAY SYSTEMS",2010-11-22,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-01-21,4706,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",ie-PAN104,"OX PANEL","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2013-01-21,4706,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",ie-PAN104,"OX PANEL","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2013-01-21,4706,2017-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",CLM-NU009,"CE H1200 HPL STAIR CLIMBER","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU009,"CE H1200 HPL STAIR CLIMBER","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU007,"CE H1500 GROWTH RING CLIMBER","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU007,"CE H1500 GROWTH RING CLIMBER","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-046,"PE STAIRS(H:600)","UNION LAND PLAY SYSTEMS",2011-02-07,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-046,"PE STAIRS(H:600)","UNION LAND PLAY SYSTEMS",2011-02-07,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-5,"PE STEP PANEL H700","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-5,"PE STEP PANEL H700","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-6,"PE STEP PANEL H800","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-6,"PE STEP PANEL H800","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-2,"PE STEP PANEL H400","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-2,"PE STEP PANEL H400","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-3,"PE STEP PANEL H500","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-3,"PE STEP PANEL H500","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-4,"PE STEP PANEL H600","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-4,"PE STEP PANEL H600","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-7,"PE STEP PANEL H900","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-7,"PE STEP PANEL H900","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025,"PE STEP PANEL H200","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025,"PE STEP PANEL H200","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-1,"PE STEP PANEL H300","UKI PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",ie-CLM025-1,"PE STEP PANEL H300","UKI PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27234,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU001,"CE H900 SKY STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU001,"CE H900 SKY STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NP001-1,"NP STAIRS","NATURAL PARK PLAY SYSTEM",2011-02-07,"ASTM F1487-17",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NP001-1,"NP STAIRS","NATURAL PARK PLAY SYSTEM",2011-02-07,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd","CLM - 009","STAIRS & STEP LADDER H900 (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd","CLM - 009","STAIRS & STEP LADDER H900 (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd","CLM - 040","STAIRS & STEP LADDER H1200  (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd","CLM - 040","STAIRS & STEP LADDER H1200  (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27226,2019-12-31,"Expires 3 years after test"
"Meglio Unionland Co., Ltd",CLM-NU002,"CE H1200 SPACE ADA STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-NU002,"CE H1200 SPACE ADA STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-NU003,"CE H1200 ADA STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"ASTM F1487-17",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-NU003,"CE H1200 ADA STAIR","CLIMATIC ENVIRONMENT PLAY SYSTEMS",2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-PN001,"Natural ADA Safety Step&Stairs",PARADISE,2017-07-12,"ASTM F1487-17",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-PN001,"Natural ADA Safety Step&Stairs",PARADISE,2017-07-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-KA010,"ADA TRANSFER PLATFORM","UNION LAND PLAY SYSTEMS",2011-02-07,"ASTM F1487-17",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",CLM-KA010,"ADA TRANSFER PLATFORM","UNION LAND PLAY SYSTEMS",2011-02-07,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - 010","SAFETY STEP & STAIRS (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"ASTM F1487-17",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd","CLM - 010","SAFETY STEP & STAIRS (F114 POST USE,65 POST USE,120 POST USE)","UNION LAND PLAY SYSTEMS",2004-08-09,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2016-05-02,27227,2018-12-31,"Expires 2 years after test"
"Meglio Unionland Co., Ltd",UV-MOV102,"FLY ROUND-2(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UV-MOV102,"FLY ROUND-2(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UV-MOV103,"FLY ROUND-2(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UV-MOV103,"FLY ROUND-2(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-1,"FLY ROUND-1(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-1,"FLY ROUND-1(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-2,"FLY ROUND-2(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-2,"FLY ROUND-2(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-3,"FLY ROUND-3(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",MOV-T003-3,"FLY ROUND-3(PVC COATING PLATFORM)","U PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UV-MOV101,"FLY ROUND-1(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"ASTM F1487-17",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UV-MOV101,"FLY ROUND-1(PLASTIC PLATFORM)","UNION LAND PLAY SYSTEMS",2010-11-12,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31427,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB013,"WAVE SLIDE(h900)","MAX BELLO PLAY SYSTEMS",2011-10-24,"ASTM F1487-17",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB013,"WAVE SLIDE(h900)","MAX BELLO PLAY SYSTEMS",2011-10-24,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB014,"WAVE SLIDE(h1200)","MAX BELLO PLAY SYSTEMS",2011-10-24,"ASTM F1487-17",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB014,"WAVE SLIDE(h1200)","MAX BELLO PLAY SYSTEMS",2011-10-24,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB015,"WAVE SLIDE(h1500)","MAX BELLO PLAY SYSTEMS",2011-10-24,"ASTM F1487-17",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB015,"WAVE SLIDE(h1500)","MAX BELLO PLAY SYSTEMS",2011-10-24,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB016,"DOUBLE WAVE SLIDE(h1200)","MAX BELLO PLAY SYSTEMS",2011-10-24,"ASTM F1487-17",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",SLD-MB016,"DOUBLE WAVE SLIDE(h1200)","MAX BELLO PLAY SYSTEMS",2011-10-24,"CAN/CSA Z-614-14, Update No. 1, Sept. 2016",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
"Meglio Unionland Co., Ltd",UP-SD-WV-1500,"WAVE SLIDE(H:1500)","UKI PLAY SYSTEMS",2010-11-22,"ASTM F1487-17",2017-01-22,31428,2021-12-31,"Expires 4 years after test"
